run,seed,generation,best_accuracy_percent,best_fmeasure,tree_size,expression,expression_with_column_names
16,494,51,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,52,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,53,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,54,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,55,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,56,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,57,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,58,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,59,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,60,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,61,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,62,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,63,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,64,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,65,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,66,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,67,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,68,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,69,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,70,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,71,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,72,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,73,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,74,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,75,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,76,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,77,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,78,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,79,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,80,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,81,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,82,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,83,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,84,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,85,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,86,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,87,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,88,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,89,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,90,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,91,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,92,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,93,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,94,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,95,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,96,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,97,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,98,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,99,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
16,494,100,80.327869,0.181818,5,"(x4 - (4 - x5))","(node_caps - (4 - degree_of_malignancy))"
17,495,1,79.234973,0.344828,3,"(x8 - 1)","(irradiat - 1)"
17,495,2,79.781421,0.177778,7,"((x5 / x3) - (4 - x8))","((degree_of_malignancy / inv_nodes) - (4 - irradiat))"
17,495,3,79.781421,0.177778,7,"((x5 / x3) - (4 - x8))","((degree_of_malignancy / inv_nodes) - (4 - irradiat))"
17,495,4,81.420765,0.291667,7,"((x5 / x8) - (4 - x8))","((degree_of_malignancy / irradiat) - (4 - irradiat))"
17,495,5,81.420765,0.291667,7,"((x5 / 1) - (4 - x8))","((degree_of_malignancy / 1) - (4 - irradiat))"
17,495,6,81.420765,0.291667,7,"((x5 / 1) - (4 - x8))","((degree_of_malignancy / 1) - (4 - irradiat))"
17,495,7,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,8,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,9,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,10,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,11,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,12,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,13,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,14,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,15,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,16,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,17,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,18,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,19,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,20,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,21,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,22,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,23,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,24,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,25,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,26,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,27,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,28,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,29,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,30,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,31,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,32,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,33,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,34,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,35,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,36,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,37,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,38,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,39,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,40,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,41,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,42,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,43,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,44,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,45,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,46,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,47,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,48,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,49,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,50,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,51,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,52,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,53,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,54,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,55,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,56,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,57,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,58,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,59,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,60,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,61,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,62,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,63,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,64,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,65,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,66,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,67,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,68,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,69,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,70,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,71,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,72,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,73,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,74,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,75,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,76,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,77,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,78,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,79,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,80,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,81,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,82,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,83,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,84,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,85,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,86,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,87,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,88,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,89,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,90,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,91,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,92,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,93,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,94,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,95,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,96,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,97,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,98,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,99,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
17,495,100,81.967213,0.400000,9,"(((x5 / x8) + x3) - (4 - x8))","(((degree_of_malignancy / irradiat) + inv_nodes) - (4 - irradiat))"
18,496,1,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,2,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,3,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,4,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,5,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,6,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,7,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,8,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,9,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,10,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,11,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,12,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,13,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,14,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,15,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,16,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,17,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,18,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,19,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,20,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,21,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,22,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,23,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,24,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,25,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,26,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,27,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,28,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,29,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,30,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,31,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,32,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,33,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,34,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,35,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,36,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,37,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,38,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,39,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,40,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,41,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,42,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,43,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,44,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,45,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,46,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,47,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,48,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,49,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,50,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,51,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,52,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,53,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,54,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,55,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,56,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,57,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,58,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,59,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,60,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,61,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,62,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,63,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,64,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,65,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,66,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,67,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,68,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,69,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,70,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,71,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,72,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,73,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,74,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,75,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,76,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,77,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,78,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,79,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,80,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,81,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,82,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,83,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,84,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,85,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
18,496,86,79.234973,0.136364,3,"(x3 - 3)","(inv_nodes - 3)"
